,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,_id,nameRu,nameEn,year,posterUrl,posterUrlPreview,countries[0].country,countries[1].country,countries[2].country,genres[0].genre,genres[1].genre,genres[2].genre,duration,directors[0].directorRu,directors[1].directorRu,directors[2].directorRu,directors[3].directorRu,directors[4].directorRu,directors[5].directorRu,directors[6].directorRu,directors[7].directorRu,directors[8].directorRu,directors[9].directorRu,directors[10].directorRu,directors[11].directorRu,directors[12].directorRu,directors[13].directorRu,directors[14].directorRu,directors[15].directorRu,directors[16].directorRu,directors[17].directorRu,directors[18].directorRu,directors[19].directorRu,directors[20].directorRu,directors[21].directorRu,directors[22].directorRu,directors[23].directorRu,directors[24].directorRu,directors[25].directorRu,directors[26].directorRu,directors[27].directorRu,directors[28].directorRu,directors[29].directorRu,directors[30].directorRu,directors[31].directorRu,directors[32].directorRu,directors[33].directorRu,directors[34].directorRu,directors[35].directorRu,directors[0].directorEn,directors[1].directorEn,directors[2].directorEn,directors[3].directorEn,directors[4].directorEn,directors[5].directorEn,directors[6].directorEn,directors[7].directorEn,directors[8].directorEn,directors[9].directorEn,directors[10].directorEn,directors[11].directorEn,directors[12].directorEn,directors[13].directorEn,directors[14].directorEn,directors[15].directorEn,directors[16].directorEn,directors[17].directorEn,directors[18].directorEn,directors[19].directorEn,directors[20].directorEn,directors[21].directorEn,directors[22].directorEn,directors[23].directorEn,directors[24].directorEn,directors[25].directorEn,directors[26].directorEn,directors[27].directorEn,directors[28].directorEn,directors[29].directorEn,directors[30].directorEn,directors[31].directorEn,directors[32].directorEn,directors[33].directorEn,directors[34].directorEn,directors[35].directorEn,filmId,type,amount,cur,directors,rating
0,0,0,0,0,647385e537c1458c9452b5ba,И целого мира мало,The World Is Not Enough,1999,https://kinopoiskapiunofficial.tech/images/posters/kp/6585.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/6585.jpg,Великобритания,США,,боевик,триллер,приключения,128.0,Майкл Аптед,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Apted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6585,BUDGET,135000000.0,USD,1,7.034
3,3,3,3,3,647385e537c1458c9452b5bd,Паутина лжи,Random Hearts,1999,https://kinopoiskapiunofficial.tech/images/posters/kp/2761.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/2761.jpg,США,,,драма,мелодрама,детектив,133.0,Сидни Поллак,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sydney Pollack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2761,BUDGET,64000000.0,USD,1,6.053
8,8,8,8,8,647385e637c1458c9452b5c2,Сбежавшая невеста,Runaway Bride,1999,https://kinopoiskapiunofficial.tech/images/posters/kp/2520.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/2520.jpg,США,,,мелодрама,комедия,,116.0,Гэрри Маршалл,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garry Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2520,BUDGET,70000000.0,USD,1,6.838
9,9,9,9,9,647385e637c1458c9452b5c3,Хорошие и плохие,,1999,https://kinopoiskapiunofficial.tech/images/posters/kp/41237.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/41237.jpg,Россия,,,боевик,мелодрама,,102.0,Анатолий Артамонов,Дмитрий Фикс,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41237,,0.0,,0,4.694
10,10,10,10,10,647385e637c1458c9452b5c4,Стигматы,Stigmata,1999,https://kinopoiskapiunofficial.tech/images/posters/kp/4140.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/4140.jpg,США,Мексика,,ужасы,триллер,детектив,97.0,Руперт Уэйнрайт,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rupert Wainwright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4140,BUDGET,29000000.0,USD,1,6.857
11,11,11,11,11,647385e737c1458c9452b5c5,Кровавое лето Сэма,Summer of Sam,1999,https://kinopoiskapiunofficial.tech/images/posters/kp/4309.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/4309.jpg,США,,,триллер,драма,мелодрама,136.0,Спайк Ли,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spike Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4309,BUDGET,22000000.0,USD,1,6.695
18,18,18,18,18,647385e837c1458c9452b5cc,Фортуна,,2000,https://kinopoiskapiunofficial.tech/images/posters/kp/41171.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/41171.jpg,Россия,,,комедия,,,85.0,Георгий Данелия,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41171,,0.0,,0,6.319
19,19,19,19,19,647385e837c1458c9452b5cd,Сонная Лощина,Sleepy Hollow,1999,https://kinopoiskapiunofficial.tech/images/posters/kp/5622.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/5622.jpg,США,Германия,,триллер,фэнтези,ужасы,105.0,Тим Бёртон,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tim Burton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5622,BUDGET,100000000.0,USD,1,7.935
20,20,20,20,20,647385e837c1458c9452b5ce,Последняя песнь Мифуне,Mifunes sidste sang,1999,https://kinopoiskapiunofficial.tech/images/posters/kp/23337.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/23337.jpg,Дания,Швеция,,драма,мелодрама,комедия,98.0,Сёрен Краг-Якобсен,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Søren Kragh-Jacobsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23337,USA,512434.0,USD,1,7.176
21,21,21,21,21,647385e837c1458c9452b5cf,Пёс-призрак: Путь самурая,Ghost Dog: The Way of the Samurai,1999,https://kinopoiskapiunofficial.tech/images/posters/kp/4766.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/4766.jpg,Франция,Германия,США,драма,криминал,боевик,116.0,Джим Джармуш,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jim Jarmusch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4766,USA,3308029.0,USD,1,7.747
24,24,24,24,24,647385e837c1458c9452b5d2,Анна и король,Anna and the King,1999,https://kinopoiskapiunofficial.tech/images/posters/kp/5336.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/5336.jpg,США,,,драма,мелодрама,история,148.0,Энди Теннант,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andy Tennant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5336,BUDGET,92000000.0,USD,1,7.767
25,25,25,25,25,647385e937c1458c9452b5d3,Огнем и мечом,Ogniem i mieczem,1999,https://kinopoiskapiunofficial.tech/images/posters/kp/33444.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/33444.jpg,Польша,,,драма,мелодрама,приключения,204.0,Ежи Гоффман,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jerzy Hoffman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33444,BUDGET,8000000.0,USD,1,7.876
26,26,26,26,26,647385e937c1458c9452b5d4,История игрушек 2,Toy Story 2,1999,https://kinopoiskapiunofficial.tech/images/posters/kp/405.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/405.jpg,США,,,мультфильм,фэнтези,комедия,92.0,Джон Лассетер,Эш Брэннон,Ли Анкрич,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Lasseter,Ash Brannon,Lee Unkrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405,BUDGET,90000000.0,USD,3,7.807
27,27,27,27,27,647385e937c1458c9452b5d5,Конец романа,The End of the Affair,1999,https://kinopoiskapiunofficial.tech/images/posters/kp/7634.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/7634.jpg,Великобритания,США,,драма,мелодрама,,102.0,Нил Джордан,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neil Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7634,BUDGET,23000000.0,USD,1,7.095
28,28,28,28,28,647385e937c1458c9452b5d6,Красота по-американски,American Beauty,1999,https://kinopoiskapiunofficial.tech/images/posters/kp/351.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/351.jpg,США,,,драма,,,122.0,Сэм Мендес,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sam Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351,BUDGET,15000000.0,USD,1,7.986
29,29,29,29,29,647385e937c1458c9452b5d7,Пляж,The Beach,2000,https://kinopoiskapiunofficial.tech/images/posters/kp/6871.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/6871.jpg,Великобритания,США,,триллер,драма,мелодрама,119.0,Дэнни Бойл,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Danny Boyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6871,BUDGET,50000000.0,USD,1,7.39
30,30,30,30,30,647385e937c1458c9452b5d8,Салон красоты «Венера»,Vénus beauté (institut),1998,https://kinopoiskapiunofficial.tech/images/posters/kp/9439.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/9439.jpg,Франция,,,драма,мелодрама,комедия,105.0,Тони Маршалл,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonie Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9439,USA,465080.0,USD,1,6.593
31,31,31,31,31,647385e937c1458c9452b5d9,Глубокое синее море,Deep Blue Sea,1999,https://kinopoiskapiunofficial.tech/images/posters/kp/9528.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/9528.jpg,США,Мексика,,ужасы,боевик,фантастика,105.0,Ренни Харлин,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Renny Harlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9528,BUDGET,60000000.0,USD,1,6.983
33,33,33,33,33,647385ea37c1458c9452b5db,Талантливый мистер Рипли,The Talented Mr. Ripley,1999,https://kinopoiskapiunofficial.tech/images/posters/kp/5558.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/5558.jpg,США,,,триллер,драма,криминал,139.0,Энтони Мингелла,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anthony Minghella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5558,BUDGET,40000000.0,USD,1,7.697
35,35,35,35,35,647385ea37c1458c9452b5dd,Восток-Запад,Est - Ouest,1999,https://kinopoiskapiunofficial.tech/images/posters/kp/21290.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/21290.jpg,Россия,Украина,Болгария,драма,мелодрама,приключения,121.0,Режис Варнье,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Régis Wargnier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21290,USA,2321029.0,USD,1,7.774
36,36,36,36,36,647385ea37c1458c9452b5de,Девушка на мосту,La fille sur le pont,1999,https://kinopoiskapiunofficial.tech/images/posters/kp/47397.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/47397.jpg,Франция,,,драма,мелодрама,комедия,90.0,Патрис Леконт,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patrice Leconte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47397,USA,1708839.0,USD,1,7.854
37,37,37,37,37,647385ea37c1458c9452b5df,Свой человек,The Insider,1999,https://kinopoiskapiunofficial.tech/images/posters/kp/467.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/467.jpg,США,,,триллер,драма,биография,157.0,Майкл Манн,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Mann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467,BUDGET,90000000.0,USD,1,7.638
39,39,39,39,39,647385eb37c1458c9452b5e1,Магнолия,Magnolia,1999,https://kinopoiskapiunofficial.tech/images/posters/kp/477.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/477.jpg,США,,,драма,,,189.0,Пол Томас Андерсон,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul Thomas Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477,BUDGET,37000000.0,USD,1,7.394
40,40,40,40,40,647385eb37c1458c9452b5e2,Генри Фул,Henry Fool,1997,https://kinopoiskapiunofficial.tech/images/posters/kp/10976.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/10976.jpg,США,,,драма,,,137.0,Хэл Хартли,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hal Hartley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10976,USA,1338335.0,USD,1,7.379
41,41,41,41,41,647385eb37c1458c9452b5e3,Крик 3,Scream 3,2000,https://kinopoiskapiunofficial.tech/images/posters/kp/2259.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/2259.jpg,США,,,ужасы,триллер,детектив,116.0,Уэс Крэйвен,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wes Craven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2259,BUDGET,40000000.0,USD,1,6.387
42,42,42,42,42,647385eb37c1458c9452b5e4,Миссия на Марс,Mission to Mars,2000,https://kinopoiskapiunofficial.tech/images/posters/kp/7353.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/7353.jpg,Франция,Канада,США,фантастика,триллер,приключения,114.0,Брайан Де Пальма,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brian De Palma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7353,BUDGET,100000000.0,USD,1,6.665
44,44,44,44,44,647385eb37c1458c9452b5e6,Простая история,The Straight Story,1999,https://kinopoiskapiunofficial.tech/images/posters/kp/442.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/442.jpg,США,Франция,Великобритания,драма,биография,,112.0,Дэвид Линч,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Lynch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442,BUDGET,10000000.0,USD,1,7.826
45,45,45,45,45,647385eb37c1458c9452b5e7,Лунный папа,,1999,https://kinopoiskapiunofficial.tech/images/posters/kp/41299.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/41299.jpg,Германия,Австрия,Россия,драма,комедия,,107.0,Бахтиер Худойназаров,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41299,,0.0,,0,7.305
46,46,46,46,46,647385eb37c1458c9452b5e8,Лучший друг,The Next Best Thing,2000,https://kinopoiskapiunofficial.tech/images/posters/kp/4601.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/4601.jpg,США,,,драма,мелодрама,комедия,108.0,Джон Шлезингер,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Schlesinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4601,BUDGET,25000000.0,USD,1,6.704
47,47,47,47,47,647385ec37c1458c9452b5e9,Всё о моей матери,Todo sobre mi madre,1999,https://kinopoiskapiunofficial.tech/images/posters/kp/517.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/517.jpg,Испания,Франция,,драма,мелодрама,,101.0,Педро Альмодовар,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pedro Almodóvar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517,RUS,120000.0,USD,1,7.774
48,48,48,48,48,647385ec37c1458c9452b5ea,Брат 2,,2000,https://kinopoiskapiunofficial.tech/images/posters/kp/41520.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/41520.jpg,Россия,США,,боевик,криминал,,127.0,Алексей Балабанов,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41520,,0.0,,0,8.193
49,49,49,49,49,647385ec37c1458c9452b5eb,Мужчина по вызову,Deuce Bigalow: Male Gigolo,1999,https://kinopoiskapiunofficial.tech/images/posters/kp/4198.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/4198.jpg,США,,,мелодрама,комедия,,88.0,Майк Митчелл,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mike Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4198,BUDGET,17000000.0,USD,1,6.676
51,51,51,51,51,647385ec37c1458c9452b5ed,Голубоглазый Микки,Mickey Blue Eyes,1999,https://kinopoiskapiunofficial.tech/images/posters/kp/6145.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/6145.jpg,Великобритания,США,,мелодрама,комедия,криминал,102.0,Келли Макин,Карл Готтлиб,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kelly Makin,Carl Gottlieb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6145,BUDGET,75000000.0,USD,2,6.718
52,52,52,52,52,647385ec37c1458c9452b5ee,Новые Бременские,,2000,https://kinopoiskapiunofficial.tech/images/posters/kp/41579.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/41579.jpg,Россия,,,мультфильм,мюзикл,фэнтези,56.0,Александр Горленко,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41579,,0.0,,0,4.203
53,53,53,53,53,647385ec37c1458c9452b5ef,Эрин Брокович,Erin Brockovich,2000,https://kinopoiskapiunofficial.tech/images/posters/kp/661.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/661.jpg,США,,,драма,биография,,126.0,Стивен Содерберг,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steven Soderbergh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661,BUDGET,52000000.0,USD,1,7.85
54,54,54,54,54,647385ed37c1458c9452b5f0,Девять ярдов,The Whole Nine Yards,2000,https://kinopoiskapiunofficial.tech/images/posters/kp/883.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/883.jpg,США,,,комедия,криминал,,98.0,Джонатан Линн,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jonathan Lynn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883,BUDGET,41300000.0,USD,1,7.75
56,56,56,56,56,647385ed37c1458c9452b5f2,Кикуджиро,Kikujirô no natsu,1999,https://kinopoiskapiunofficial.tech/images/posters/kp/55119.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/55119.jpg,Япония,,,драма,комедия,,122.0,Такеши Китано,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Takeshi Kitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55119,USA,200920.0,USD,1,7.784
58,58,58,58,58,647385ed37c1458c9452b5f4,Прерванная жизнь,"Girl, Interrupted",1999,https://kinopoiskapiunofficial.tech/images/posters/kp/5058.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/5058.jpg,Германия,США,,драма,биография,,127.0,Джеймс Мэнголд,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Mangold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5058,BUDGET,40000000.0,USD,1,7.811
59,59,59,59,59,647385ed37c1458c9452b5f5,Пункт назначения,Final Destination,2000,https://kinopoiskapiunofficial.tech/images/posters/kp/668.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/668.jpg,США,,,ужасы,фантастика,триллер,98.0,Джеймс Вон,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Wong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668,BUDGET,23000000.0,USD,1,7.501
60,60,60,60,60,647385ed37c1458c9452b5f6,Угнать за 60 секунд,Gone in Sixty Seconds,2000,https://kinopoiskapiunofficial.tech/images/posters/kp/2011.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/2011.jpg,США,,,боевик,триллер,криминал,118.0,Доминик Сена,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dominic Sena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,BUDGET,90000000.0,USD,1,7.566
61,61,61,61,61,647385ee37c1458c9452b5f7,Сладкий и гадкий,Sweet and Lowdown,1999,https://kinopoiskapiunofficial.tech/images/posters/kp/9610.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/9610.jpg,США,,,музыка,драма,комедия,95.0,Вуди Аллен,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Woody Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9610,BUDGET,29750000.0,USD,1,7.185
62,62,62,62,62,647385ee37c1458c9452b5f8,Желание,L'ennui,1998,https://kinopoiskapiunofficial.tech/images/posters/kp/48912.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/48912.jpg,Франция,Португалия,,драма,мелодрама,,122.0,Седрик Кан,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cédric Kahn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48912,USA,36666.0,USD,1,6.177
63,63,63,63,63,647385ee37c1458c9452b5f9,Восток есть восток,East Is East,1999,https://kinopoiskapiunofficial.tech/images/posters/kp/18843.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/18843.jpg,Великобритания,,,драма,комедия,,92.0,Дэмиен О’Доннелл,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damien O'Donnell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18843,BUDGET,1900000.0,GBP,1,7.381
66,66,66,66,66,647385ee37c1458c9452b5fc,Криминальные любовники,Les amants criminels,1999,https://kinopoiskapiunofficial.tech/images/posters/kp/38195.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/38195.jpg,Франция,,,триллер,драма,криминал,96.0,Франсуа Озон,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,François Ozon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38195,USA,50470.0,USD,1,6.79
67,67,67,67,67,647385ee37c1458c9452b5fd,Поле битвы: Земля,Battlefield Earth: A Saga of the Year 3000,2000,https://kinopoiskapiunofficial.tech/images/posters/kp/4764.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/4764.jpg,США,,,фантастика,боевик,приключения,118.0,Роджер Кристиан,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roger Christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4764,BUDGET,73000000.0,USD,1,5.208
69,69,69,69,69,647385ef37c1458c9452b5ff,Император и убийца,Jing ke ci qin wang,1998,https://kinopoiskapiunofficial.tech/images/posters/kp/63888.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/63888.jpg,Китай,Франция,Япония,драма,мелодрама,история,163.0,Чэнь Кайгэ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chen Kaige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63888,USA,1267239.0,USD,1,7.367
72,72,72,72,72,647385ef37c1458c9452b602,Миссия: невыполнима 2,Mission: Impossible II,2000,https://kinopoiskapiunofficial.tech/images/posters/kp/3447.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/3447.jpg,США,Германия,,боевик,триллер,приключения,123.0,Джон Ву,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3447,BUDGET,125000000.0,USD,1,6.844
75,75,75,75,75,647385ef37c1458c9452b605,Жена астронавта,The Astronaut's Wife,1999,https://kinopoiskapiunofficial.tech/images/posters/kp/6181.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/6181.jpg,США,,,фантастика,триллер,драма,109.0,Рэнд Рэвич,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rand Ravich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6181,BUDGET,75000000.0,USD,1,6.576
76,76,76,76,76,647385f037c1458c9452b606,Заснеженные кедры,Snow Falling on Cedars,1999,https://kinopoiskapiunofficial.tech/images/posters/kp/9292.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/9292.jpg,США,,,триллер,драма,мелодрама,127.0,Скотт Хикс,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott Hicks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9292,BUDGET,35000000.0,USD,1,6.787
77,77,77,77,77,647385f037c1458c9452b607,Кутерьма,Topsy-Turvy,1999,https://kinopoiskapiunofficial.tech/images/posters/kp/5849.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/5849.jpg,Великобритания,США,,мюзикл,драма,комедия,160.0,Майк Ли,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mike Leigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5849,BUDGET,10000000.0,GBP,1,6.68
78,78,78,78,78,647385f037c1458c9452b608,Парни не плачут,Boys Don't Cry,1999,https://kinopoiskapiunofficial.tech/images/posters/kp/16466.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/16466.jpg,США,,,драма,мелодрама,криминал,114.0,Кимберли Пирс,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kimberly Peirce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16466,BUDGET,2000000.0,USD,1,7.404
82,82,82,82,82,647385f037c1458c9452b60c,Тщетные усилия любви,Love's Labour's Lost,2000,https://kinopoiskapiunofficial.tech/images/posters/kp/6771.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/6771.jpg,Великобритания,Франция,США,мюзикл,мелодрама,комедия,93.0,Кеннет Брана,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kenneth Branagh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6771,BUDGET,13000000.0,USD,1,6.097
88,88,88,88,88,647385f137c1458c9452b612,Титан: После гибели Земли,Titan A.E.,2000,https://kinopoiskapiunofficial.tech/images/posters/kp/862.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/862.jpg,США,Великобритания,Япония,мультфильм,фантастика,боевик,94.0,Дон Блут,Гари Голдман,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don Bluth,Gary Goldman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862,BUDGET,75000000.0,USD,2,7.302
