,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,_id,nameRu,nameEn,year,posterUrl,posterUrlPreview,countries[0].country,countries[1].country,countries[2].country,genres[0].genre,genres[1].genre,genres[2].genre,duration,directors[0].directorRu,directors[1].directorRu,directors[2].directorRu,directors[3].directorRu,directors[4].directorRu,directors[5].directorRu,directors[6].directorRu,directors[7].directorRu,directors[8].directorRu,directors[9].directorRu,directors[10].directorRu,directors[11].directorRu,directors[12].directorRu,directors[13].directorRu,directors[14].directorRu,directors[15].directorRu,directors[16].directorRu,directors[17].directorRu,directors[18].directorRu,directors[19].directorRu,directors[20].directorRu,directors[21].directorRu,directors[22].directorRu,directors[23].directorRu,directors[24].directorRu,directors[25].directorRu,directors[26].directorRu,directors[27].directorRu,directors[28].directorRu,directors[29].directorRu,directors[30].directorRu,directors[31].directorRu,directors[32].directorRu,directors[33].directorRu,directors[34].directorRu,directors[35].directorRu,directors[0].directorEn,directors[1].directorEn,directors[2].directorEn,directors[3].directorEn,directors[4].directorEn,directors[5].directorEn,directors[6].directorEn,directors[7].directorEn,directors[8].directorEn,directors[9].directorEn,directors[10].directorEn,directors[11].directorEn,directors[12].directorEn,directors[13].directorEn,directors[14].directorEn,directors[15].directorEn,directors[16].directorEn,directors[17].directorEn,directors[18].directorEn,directors[19].directorEn,directors[20].directorEn,directors[21].directorEn,directors[22].directorEn,directors[23].directorEn,directors[24].directorEn,directors[25].directorEn,directors[26].directorEn,directors[27].directorEn,directors[28].directorEn,directors[29].directorEn,directors[30].directorEn,directors[31].directorEn,directors[32].directorEn,directors[33].directorEn,directors[34].directorEn,directors[35].directorEn,filmId,type,amount,cur,directors,rating
1991,1991,1991,1991,1991,6473b2e337c1458c9452bd82,Четыре возраста любви,,2008,https://kinopoiskapiunofficial.tech/images/posters/kp/409345.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/409345.jpg,Россия,,,драма,,,97.0,Сергей Мокрицкий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409345,RUS,63030.0,USD,0,6.262
1992,1992,1992,1992,1992,6473b2e337c1458c9452bd83,Макс Пэйн,Max Payne,2008,https://kinopoiskapiunofficial.tech/images/posters/kp/195608.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/195608.jpg,США,Канада,,боевик,триллер,драма,100.0,Джон Мур,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195608,BUDGET,,USD,1,6.08
1993,1993,1993,1993,1993,6473b2e437c1458c9452bd84,"Все умрут, а я останусь",,2008,https://kinopoiskapiunofficial.tech/images/posters/kp/412248.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/412248.jpg,Россия,,,драма,,,80.0,Валерия Гай Германика,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412248,BUDGET,1500000.0,USD,0,5.75
1994,1994,1994,1994,1994,6473b2e437c1458c9452bd85,Непобедимый,,2008,https://kinopoiskapiunofficial.tech/images/posters/kp/394412.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/394412.jpg,Россия,,,боевик,,,111.0,Олег Погодин,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394412,BUDGET,6000000.0,USD,0,6.685
2001,2001,2001,2001,2001,6473b2e537c1458c9452bd8c,Мадагаскар 2,Madagascar: Escape 2 Africa,2008,https://kinopoiskapiunofficial.tech/images/posters/kp/161066.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/161066.jpg,США,,,мультфильм,комедия,приключения,89.0,Эрик Дарнелл,Том МакГрат,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eric Darnell,Tom McGrath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161066,USA,180010950.0,USD,2,7.591
2004,2004,2004,2004,2004,6473b2e537c1458c9452bd8f,Нереальный север,Far North,2007,https://kinopoiskapiunofficial.tech/images/posters/kp/261054.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/261054.jpg,Великобритания,Франция,,триллер,драма,мелодрама,89.0,Азиф Кападиа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asif Kapadia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261054,RUS,14049.0,USD,1,5.895
2007,2007,2007,2007,2007,6473b2e537c1458c9452bd92,Верушка: Жизнь перед камерой,Veruschka - Die Inszenierung (m)eines Körpers,2005,https://kinopoiskapiunofficial.tech/images/posters/kp/274611.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/274611.jpg,Германия,,,документальный,,,78.0,Бернд Бом,Пол Моррисси,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bernd Böhm,Paul Morrissey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274611,,0.0,,2,7.692
2009,2009,2009,2009,2009,6473b2e637c1458c9452bd94,Два дня в Париже,2 Days in Paris,2006,https://kinopoiskapiunofficial.tech/images/posters/kp/261073.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/261073.jpg,Франция,Германия,,драма,мелодрама,комедия,96.0,Жюли Дельпи,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julie Delpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261073,WORLD,19962444.0,USD,1,6.369
2010,2010,2010,2010,2010,6473b2e737c1458c9452bd95,Когда ты в последний раз видел своего отца?,And When Did You Last See Your Father?,2007,https://kinopoiskapiunofficial.tech/images/posters/kp/260890.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/260890.jpg,Великобритания,Ирландия,,драма,биография,,92.0,Ананд Такер,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anand Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260890,BUDGET,8000000.0,USD,1,7.079
2012,2012,2012,2012,2012,6473b2e737c1458c9452bd97,Красный пояс,Redbelt,2007,https://kinopoiskapiunofficial.tech/images/posters/kp/283049.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/283049.jpg,США,,,драма,спорт,,99.0,Дэвид Мэмет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Mamet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283049,BUDGET,7000000.0,USD,1,6.613
2013,2013,2013,2013,2013,6473b2e737c1458c9452bd98,Свидание вслепую,Blind Date,2007,https://kinopoiskapiunofficial.tech/images/posters/kp/195913.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/195913.jpg,США,Великобритания,,драма,мелодрама,комедия,80.0,Стэнли Туччи,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanley Tucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195913,BUDGET,1500000.0,GBP,1,6.342
2014,2014,2014,2014,2014,6473b2e737c1458c9452bd99,Технология,,2008,https://kinopoiskapiunofficial.tech/images/posters/kp/416134.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/416134.jpg,Россия,,,комедия,приключения,,120.0,Вадим Дуленко,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416134,RUS,84602.0,USD,0,2.87
2015,2015,2015,2015,2015,6473b2e737c1458c9452bd9a,Сад,,2008,https://kinopoiskapiunofficial.tech/images/posters/kp/416114.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/416114.jpg,Россия,,,комедия,,,96.0,Сергей Овчаров,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416114,BUDGET,2500000.0,USD,0,6.023
2016,2016,2016,2016,2016,6473b2e737c1458c9452bd9b,Три разбойника,Die drei Räuber,2007,https://kinopoiskapiunofficial.tech/images/posters/kp/208772.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/208772.jpg,США,Германия,,мультфильм,комедия,криминал,75.0,Хайо Фрайтаг,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hayo Freitag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208772,RUS,54469.0,USD,1,6.86
2017,2017,2017,2017,2017,6473b2e737c1458c9452bd9c,Зак и Мири снимают порно,Zack and Miri Make a Porno,2008,https://kinopoiskapiunofficial.tech/images/posters/kp/405602.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/405602.jpg,США,,,комедия,мелодрама,,101.0,Кевин Смит,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kevin Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405602,BUDGET,24000000.0,USD,1,6.368
2018,2018,2018,2018,2018,6473b2e837c1458c9452bd9d,Классный мюзикл: Выпускной,High School Musical 3: Senior Year,2008,https://kinopoiskapiunofficial.tech/images/posters/kp/279134.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/279134.jpg,США,,,мюзикл,драма,мелодрама,112.0,Кенни Ортега,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kenny Ortega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279134,BUDGET,11000000.0,USD,1,7.086
2021,2021,2021,2021,2021,6473b2e837c1458c9452bda0,Беззаботная,Happy-Go-Lucky,2008,https://kinopoiskapiunofficial.tech/images/posters/kp/325549.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/325549.jpg,Великобритания,,,драма,мелодрама,комедия,118.0,Майк Ли,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mike Leigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325549,RUS,79116.0,USD,1,6.61
2022,2022,2022,2022,2022,6473b2e837c1458c9452bda1,Реальная любовь 2: Парижские истории,Modern Love,2008,https://kinopoiskapiunofficial.tech/images/posters/kp/281131.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/281131.jpg,Франция,,,мюзикл,мелодрама,комедия,100.0,Стефан Казанджян,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stéphane Kazandjian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281131,BUDGET,,USD,1,5.899
2028,2028,2028,2028,2028,6473b2e937c1458c9452bda7,Платон,,2008,https://kinopoiskapiunofficial.tech/images/posters/kp/395373.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/395373.jpg,Россия,,,драма,комедия,,90.0,Вартан Акопян,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395373,BUDGET,2500000.0,USD,0,5.73
2030,2030,2030,2030,2030,6473b2e937c1458c9452bda9,Сделка,The Deal,2007,https://kinopoiskapiunofficial.tech/images/posters/kp/261778.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/261778.jpg,Канада,США,ЮАР,мелодрама,комедия,,100.0,Стивен Шактер,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steven Schachter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261778,RUS,206318.0,USD,1,5.643
2031,2031,2031,2031,2031,6473b2e937c1458c9452bdaa,Прости за любовь,Scusa ma ti chiamo amore,2008,https://kinopoiskapiunofficial.tech/images/posters/kp/390738.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/390738.jpg,Италия,,,мелодрама,,,104.0,Федерико Моччиа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Federico Moccia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390738,RUS,739916.0,USD,1,7.647
2034,2034,2034,2034,2034,6473b2ea37c1458c9452bdad,Вольт,Bolt,2008,https://kinopoiskapiunofficial.tech/images/posters/kp/70955.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/70955.jpg,США,Япония,,мультфильм,фантастика,драма,96.0,Байрон Ховард,Крис Уильямс,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Byron Howard,Chris Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70955,BUDGET,150000000.0,USD,2,7.272
2036,2036,2036,2036,2036,6473b2ea37c1458c9452bdaf,Антисекс,,2008,https://kinopoiskapiunofficial.tech/images/posters/kp/395680.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/395680.jpg,Россия,,,драма,мелодрама,комедия,73.0,Лариса Исаева,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395680,BUDGET,2000000.0,USD,0,2.46
2039,2039,2039,2039,2039,6473b2eb37c1458c9452bdb2,Тариф Новогодний,,2008,https://kinopoiskapiunofficial.tech/images/posters/kp/406141.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/406141.jpg,Россия,,,фэнтези,комедия,,83.0,Евгений Бедарев,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406141,BUDGET,3200000.0,USD,0,7.078
2040,2040,2040,2040,2040,6473b2eb37c1458c9452bdb3,Женщины,The Women,2008,https://kinopoiskapiunofficial.tech/images/posters/kp/272014.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/272014.jpg,США,,,драма,комедия,,114.0,Дайан Инглиш,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diane English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272014,BUDGET,16000000.0,USD,1,6.293
2041,2041,2041,2041,2041,6473b2eb37c1458c9452bdb4,Париж,Paris,2008,https://kinopoiskapiunofficial.tech/images/posters/kp/264843.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/264843.jpg,Франция,,,драма,мелодрама,комедия,130.0,Седрик Клапиш,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cédric Klapisch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264843,USA,1010194.0,USD,1,7.375
2042,2042,2042,2042,2042,6473b2ec37c1458c9452bdb5,Класс,Entre les murs,2008,https://kinopoiskapiunofficial.tech/images/posters/kp/390707.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/390707.jpg,Франция,,,драма,,,128.0,Лоран Канте,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laurent Cantet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390707,RUS,52471.0,USD,1,6.852
2045,2045,2045,2045,2045,6473b2ec37c1458c9452bdb8,Мальтийский крест,,2008,https://kinopoiskapiunofficial.tech/images/posters/kp/271699.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/271699.jpg,Россия,,,боевик,приключения,,98.0,Николай Глинский,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271699,BUDGET,5000000.0,USD,0,4.388
2046,2046,2046,2046,2046,6473b2ec37c1458c9452bdb9,Фадо,Fados,2007,https://kinopoiskapiunofficial.tech/images/posters/kp/400038.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/400038.jpg,Португалия,Испания,,документальный,мюзикл,,93.0,Карлос Саура,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Saura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400038,RUS,17492.0,USD,1,7.106
2050,2050,2050,2050,2050,6473b2ed37c1458c9452bdbd,Враг государства №1: Легенда,L'ennemi public n°1,2008,https://kinopoiskapiunofficial.tech/images/posters/kp/271936.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/271936.jpg,Франция,Канада,,боевик,триллер,драма,130.0,Жан-Франсуа Рише,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jean-François Richet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271936,BUDGET,21166000.0,EUR,1,7.39
2054,2054,2054,2054,2054,6473b2ed37c1458c9452bdc1,Четыре Рождества,Four Christmases,2008,https://kinopoiskapiunofficial.tech/images/posters/kp/393067.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/393067.jpg,Германия,США,,комедия,мелодрама,,88.0,Сет Гордон,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seth Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393067,BUDGET,80000000.0,USD,1,6.158
2055,2055,2055,2055,2055,6473b2ed37c1458c9452bdc2,Карантин,Quarantine,2008,https://kinopoiskapiunofficial.tech/images/posters/kp/397229.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/397229.jpg,США,Испания,,ужасы,триллер,фантастика,89.0,Джон Эрик Даудл,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Erick Dowdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397229,BUDGET,12000000.0,USD,1,6.254
2056,2056,2056,2056,2056,6473b2ee37c1458c9452bdc3,"Про Федота-стрельца, удалого молодца",,2008,https://kinopoiskapiunofficial.tech/images/posters/kp/397498.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/397498.jpg,Россия,,,мультфильм,фэнтези,приключения,70.0,Роман Смородин,Людмила Стеблянко,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397498,RUS,2586097.0,USD,0,6.647
2057,2057,2057,2057,2057,6473b2ee37c1458c9452bdc4,"Эрос, помоги!",Bang bang wo ai shen,2007,https://kinopoiskapiunofficial.tech/images/posters/kp/395518.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/395518.jpg,Тайвань,,,драма,,,103.0,Ли Каншэн,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lee Kang-sheng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395518,RUS,13639.0,USD,1,5.114
2058,2058,2058,2058,2058,6473b2ee37c1458c9452bdc5,Новая старая сказка,,2007,https://kinopoiskapiunofficial.tech/images/posters/kp/407639.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/407639.jpg,Россия,,,детский,,,89.0,Наталья Калашникова,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407639,,0.0,,0,3.829
2060,2060,2060,2060,2060,6473b2ee37c1458c9452bdc7,Стиляги,,2008,https://kinopoiskapiunofficial.tech/images/posters/kp/395690.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/395690.jpg,Россия,,,мюзикл,драма,мелодрама,136.0,Валерий Тодоровский,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395690,BUDGET,15000000.0,USD,0,6.881
2062,2062,2062,2062,2062,6473b2ee37c1458c9452bdc9,Приключения Десперо,The Tale of Despereaux,2008,https://kinopoiskapiunofficial.tech/images/posters/kp/82273.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/82273.jpg,Великобритания,США,,мультфильм,фэнтези,комедия,93.0,Сэм Фелл,Роберт Стивенхейген,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sam Fell,Robert Stevenhagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82273,BUDGET,60000000.0,USD,2,6.583
2063,2063,2063,2063,2063,6473b2ee37c1458c9452bdca,Нико: Путь к звездам,Niko - lentäjän poika,2008,https://kinopoiskapiunofficial.tech/images/posters/kp/430660.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/430660.jpg,Финляндия,Дания,Германия,мультфильм,,,81.0,Майкл Хэгнер,Кари Юуусонен,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Hegner,Kari Juusonen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430660,BUDGET,6100000.0,EUR,2,6.715
2067,2067,2067,2067,2067,6473b2f037c1458c9452bdce,Загадочная история Бенджамина Баттона,The Curious Case of Benjamin Button,2008,https://kinopoiskapiunofficial.tech/images/posters/kp/81555.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/81555.jpg,США,,,драма,фэнтези,,166.0,Дэвид Финчер,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Fincher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81555,BUDGET,150000000.0,USD,1,8.062
2069,2069,2069,2069,2069,6473b2f037c1458c9452bdd0,Другой мир: Восстание ликанов,Underworld: Rise of the Lycans,2008,https://kinopoiskapiunofficial.tech/images/posters/kp/258772.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/258772.jpg,США,Новая Зеландия,,фэнтези,боевик,триллер,92.0,Патрик Татопулос,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patrick Tatopoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258772,BUDGET,35000000.0,USD,1,6.838
2073,2073,2073,2073,2073,6473b2f137c1458c9452bdd4,Семейная тайна,Un secret,2007,https://kinopoiskapiunofficial.tech/images/posters/kp/253117.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/253117.jpg,Франция,,,драма,военный,,106.0,Клод Миллер,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Claude Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253117,BUDGET,12290000.0,EUR,1,6.891
2074,2074,2074,2074,2074,6473b2f137c1458c9452bdd5,Миллионер из трущоб,Slumdog Millionaire,2008,https://kinopoiskapiunofficial.tech/images/posters/kp/413362.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/413362.jpg,Великобритания,,,криминал,драма,мелодрама,120.0,Дэнни Бойл,Лавлин Тандан,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Danny Boyle,Loveleen Tandan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413362,BUDGET,15000000.0,USD,2,7.754
2075,2075,2075,2075,2075,6473b2f137c1458c9452bdd6,Шопоголик,Confessions of a Shopaholic,2009,https://kinopoiskapiunofficial.tech/images/posters/kp/395679.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/395679.jpg,США,,,мелодрама,комедия,,104.0,П.Дж. Хоган,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P.J. Hogan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395679,RUS,4315330.0,USD,1,6.663
2076,2076,2076,2076,2076,6473b2f137c1458c9452bdd7,Пятница 13-е,Friday the 13th,2009,https://kinopoiskapiunofficial.tech/images/posters/kp/251790.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/251790.jpg,США,,,ужасы,триллер,детектив,97.0,Маркус Ниспел,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcus Nispel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251790,BUDGET,19000000.0,USD,1,5.887
2078,2078,2078,2078,2078,6473b2f237c1458c9452bdd9,Девственность,,2008,https://kinopoiskapiunofficial.tech/images/posters/kp/433033.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/433033.jpg,Россия,,,документальный,,,89.0,Виталий Манский,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433033,RUS,41711.0,USD,0,5.791
2081,2081,2081,2081,2081,6473b2f237c1458c9452bddc,Юленька,,2008,https://kinopoiskapiunofficial.tech/images/posters/kp/416132.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/416132.jpg,Россия,,,ужасы,триллер,драма,102.0,Александр Стриженов,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416132,BUDGET,5000000.0,USD,0,4.784
2084,2084,2084,2084,2084,6473b2f237c1458c9452bddf,Отель для собак,Hotel for Dogs,2008,https://kinopoiskapiunofficial.tech/images/posters/kp/395036.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/395036.jpg,США,,,комедия,семейный,,100.0,Тор Фройденталь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thor Freudenthal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395036,BUDGET,,USD,1,6.622
2085,2085,2085,2085,2085,6473b2f337c1458c9452bde0,День рождения Алисы,,2008,https://kinopoiskapiunofficial.tech/images/posters/kp/427856.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/427856.jpg,Россия,,,мультфильм,фантастика,приключения,90.0,Сергей Серёгин,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427856,RUS,283858.0,USD,0,5.988
2087,2087,2087,2087,2087,6473b2f337c1458c9452bde2,3 похотливых поросенка,Les 3 p'tits cochons,2007,https://kinopoiskapiunofficial.tech/images/posters/kp/314046.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/314046.jpg,Канада,,,комедия,,,124.0,Патрик Уард,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patrick Huard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314046,RUS,25773.0,USD,1,6.504
2090,2090,2090,2090,2090,6473b2f337c1458c9452bde5,Сомнение,Doubt,2008,https://kinopoiskapiunofficial.tech/images/posters/kp/309385.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/309385.jpg,США,,,драма,детектив,,104.0,Джон Патрик Шэнли,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Patrick Shanley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309385,BUDGET,20000000.0,USD,1,7.38
2094,2094,2094,2094,2094,6473b2f437c1458c9452bde9,Полтора рыцаря: В поисках похищенной принцессы Херцелинды,1 1/2 Ritter - Auf der Suche nach der hinreißenden Herzelinde,2008,https://kinopoiskapiunofficial.tech/images/posters/kp/406316.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/406316.jpg,Германия,,,комедия,приключения,,111.0,Тиль Швайгер,Торстен Кюнстлер,Кристоф Валь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Til Schweiger,Torsten Künstler,Christof Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406316,RUS,241499.0,USD,3,5.81
2095,2095,2095,2095,2095,6473b2f437c1458c9452bdea,Артефакт,,2009,https://kinopoiskapiunofficial.tech/images/posters/kp/400040.jpg,https://kinopoiskapiunofficial.tech/images/posters/kp_small/400040.jpg,Россия,,,фантастика,триллер,мелодрама,92.0,Андрей Соколов,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400040,BUDGET,5000000.0,USD,0,2.96
